date,item,value,value2
1964-06-30,realgdp,3376.587,-2.012708479980858
1964-06-30,infl,0.9,-1.4140386932503166
1964-06-30,unemp,5.2,-0.5097573606587794
1964-09-30,realgdp,3422.469,-0.06869125056196258
1964-09-30,infl,1.29,1.1729728620889721
1964-09-30,unemp,5.0,0.9722866609758225
1964-12-31,realgdp,3431.9570000000003,0.12807051177418335
1964-12-31,infl,2.05,2.40645320861203
1964-12-31,unemp,5.0,0.6469610409858159
1965-03-31,realgdp,3516.2509999999997,-0.29719605800772103
1965-03-31,infl,1.28,-0.7609385103012517
1965-03-31,unemp,4.9,-1.7076803775532339
1965-06-30,realgdp,3563.96,0.9650021536775036
1965-06-30,infl,2.54,-0.45837758264273337
1965-06-30,unemp,4.7,-0.6716998597559931
1965-09-30,realgdp,3636.285,-0.00993942164013528
1965-09-30,infl,0.89,0.10940003975696953
1965-09-30,unemp,4.4,0.2541284893738393
1965-12-31,realgdp,3724.014,-1.3594022390728417
1965-12-31,infl,2.9,1.0778623770959321
1965-12-31,unemp,4.1,1.5192862901900017
1966-03-31,realgdp,3815.423,0.11759009973969238
1966-03-31,infl,4.99,-0.08849021035058056
1966-03-31,unemp,3.9,0.0035563930828963614
1966-06-30,realgdp,3828.1240000000003,-0.6132701667837287
1966-06-30,infl,2.1,-0.14152345054337878
1966-06-30,unemp,3.8,-0.6659266182173023
1966-09-30,realgdp,3853.301,-0.2696217275048386
1966-09-30,infl,4.9,-1.326289134505406
1966-09-30,unemp,3.8,-0.34188683738468617
1966-12-31,realgdp,3884.52,-1.2433698729790503
1966-12-31,infl,0.61,1.702099519777598
1966-12-31,unemp,3.7,-1.2501312398020705
1967-03-31,realgdp,3918.74,0.2104866702600748
1967-03-31,infl,2.42,0.07983727449335654
1967-03-31,unemp,3.8,-0.15622801704679704
1967-06-30,realgdp,3919.5559999999996,0.7019691798583588
1967-06-30,infl,3.61,-1.0241840969860896
1967-06-30,unemp,3.8,-1.9586613407303168
1967-09-30,realgdp,3950.8259999999996,-0.7524172615808616
1967-09-30,infl,3.58,-1.3795731753132472
1967-09-30,unemp,3.8,-1.0536835120430388
1967-12-31,realgdp,3980.97,0.01944768211341814
1967-12-31,infl,4.72,0.6210235820645398
1967-12-31,unemp,3.9,1.5120651551316762
1968-03-31,realgdp,4063.013,-0.6852632617861852
1968-03-31,infl,3.5,0.8318913522281859
1968-03-31,unemp,3.7,1.1630032526499527
1968-06-30,realgdp,4131.998,1.5097535436565717
1968-06-30,infl,5.77,0.22541355939831728
1968-06-30,unemp,3.5,0.2671899545354689
1968-09-30,realgdp,4160.267,-0.6883839258751691
1968-09-30,infl,4.56,-2.0920732806388607
1968-09-30,unemp,3.5,0.06744817296362166
1968-12-31,realgdp,4178.293,-1.3463630686867325
1968-12-31,infl,4.51,-0.48278061766162583
1968-12-31,unemp,3.4,0.19040256473864617
1969-03-31,realgdp,4244.1,0.30660055902023137
1969-03-31,infl,6.67,0.8562672577448279
1969-03-31,unemp,3.4,-0.21504110013362435
1969-06-30,realgdp,4256.46,-0.8588276172538074
1969-06-30,infl,5.47,1.6128446089573754
1969-06-30,unemp,3.4,0.699125760157152
1969-09-30,realgdp,4283.378,-1.3363051787209497
1969-09-30,infl,5.4,-0.10619302940052693
1969-09-30,unemp,3.6,0.20161342130478396
1969-12-31,realgdp,4263.2609999999995,-0.6349826139159398
1969-12-31,infl,6.38,0.6118757570330664
1969-12-31,unemp,3.6,-0.18089158213593773
1970-03-31,realgdp,4256.573,-0.1814745049891009
1970-03-31,infl,6.28,-0.38932227671221337
1970-03-31,unemp,4.2,-0.7294955256761637
1970-06-30,realgdp,4264.289000000001,-0.7910624570022936
1970-06-30,infl,4.13,-1.1308858379423388
1970-06-30,unemp,4.8,-0.13993800848176335
1970-09-30,realgdp,4302.259,0.7642038741858636
1970-09-30,infl,5.11,-0.006755265490266504
1970-09-30,unemp,5.2,0.14439948752211942
1970-12-31,realgdp,4256.637,-1.30686513995397
1970-12-31,infl,5.04,-0.11780620198863745
1970-12-31,unemp,5.8,1.4564127026490332
1971-03-31,realgdp,4374.016,1.0387574472056795
1971-03-31,infl,2.0,0.05772357415014826
1971-03-31,unemp,5.9,0.7157016813296572
1971-06-30,realgdp,4398.829000000001,0.8760029118609458
1971-06-30,infl,4.96,-0.009770259353663643
1971-06-30,unemp,5.9,-0.2986806666127028
1971-09-30,realgdp,4433.943,-0.20121765441523043
1971-09-30,infl,2.94,0.16918507014788697
1971-09-30,unemp,6.0,-0.9113835895794251
1971-12-31,realgdp,4446.264,-0.09820977550250318
1971-12-31,infl,2.92,0.1186770714765378
1971-12-31,unemp,6.0,0.2257600602000264
1972-03-31,realgdp,4525.769,1.079611957992218
1972-03-31,infl,2.9,0.48818467270488797
1972-03-31,unemp,5.8,0.4683884764945961
1972-06-30,realgdp,4633.101,-0.37668535454620344
1972-06-30,infl,2.88,1.53554288804614
1972-06-30,unemp,5.7,0.28631933076184646
1972-09-30,realgdp,4677.503,0.6306621846089808
1972-09-30,infl,3.81,-0.0287551582157998
1972-09-30,unemp,5.6,-0.23091887508726738
1972-12-31,realgdp,4754.545999999999,2.222137749366672
1972-12-31,infl,4.71,-0.5066096548368294
1972-12-31,unemp,5.3,0.7382369932739763
1973-03-31,realgdp,4876.166,0.1516138050394125
1973-03-31,infl,9.26,0.5879105050578066
1973-03-31,unemp,5.0,-0.3297302297652159
1973-06-30,realgdp,4932.571,1.035174625055242
1973-06-30,infl,4.55,0.052862484561880634
1973-06-30,unemp,4.9,0.6988013695953853
1973-09-30,realgdp,4906.252,0.7409657181597302
1973-09-30,infl,12.47,0.6573893461623288
1973-09-30,unemp,4.8,-1.1884955393337568
1973-12-31,realgdp,4953.05,-0.06030646906139442
1973-12-31,infl,10.39,2.0588278320628968
1973-12-31,unemp,4.8,-0.3310757416021057
1974-03-31,realgdp,4909.617,0.29943669708786735
1974-03-31,infl,10.96,0.07524506054107553
1974-03-31,unemp,5.1,0.6930753592028482
1974-06-30,realgdp,4922.188,-0.2619768815854445
1974-06-30,infl,9.86,-0.3668286868006567
1974-06-30,unemp,5.2,0.5825886196406689
1974-09-30,realgdp,4873.52,-0.12680620105553367
1974-09-30,infl,13.56,0.8835482928012223
1974-09-30,unemp,5.6,0.30861171934426773
1974-12-31,realgdp,4854.34,1.1096934121296622
1974-12-31,infl,10.07,-0.932368088081217
1974-12-31,unemp,6.6,-0.09406499421413832
1975-03-31,realgdp,4795.295,0.8018232113949443
1975-03-31,infl,5.32,-1.575015504535897
1975-03-31,unemp,8.2,0.9024878691545803
1975-06-30,realgdp,4831.942,0.8340536918631442
1975-06-30,infl,7.48,-0.7951833390521239
1975-06-30,unemp,8.9,0.3323044433455581
1975-09-30,realgdp,4913.3279999999995,0.8529430848644842
1975-09-30,infl,6.61,-1.4038975286829485
1975-09-30,unemp,8.5,-0.14652082308195863
1975-12-31,realgdp,4977.5109999999995,1.5160093832639665
1975-12-31,infl,6.5,-1.5117738790647621
1975-12-31,unemp,8.3,-1.498599283907702
1976-03-31,realgdp,5090.663,-0.20114467400937142
1976-03-31,infl,2.14,-1.2066964705367287
1976-03-31,unemp,7.7,-0.12406526440534581
1976-06-30,realgdp,5128.947,0.2924689838960085
1976-06-30,infl,6.37,-0.4843842574355739
1976-06-30,unemp,7.6,-2.070433092016331
1976-09-30,realgdp,5154.072,-0.6997559747043836
1976-09-30,infl,6.27,-1.004644587821485
1976-09-30,unemp,7.7,1.7373653316681326
1976-12-31,realgdp,5191.499,0.2704617616763442
1976-12-31,infl,5.49,-0.5171264098291797
1976-12-31,unemp,7.8,-0.20261581039155666
1977-03-31,realgdp,5251.762,0.08252558300419326
1977-03-31,infl,8.76,0.7866128489171983
1977-03-31,unemp,7.5,-0.3454561182920391
1977-06-30,realgdp,5356.130999999999,-0.4196360791938377
1977-06-30,infl,5.3,1.0583545646048018
1977-06-30,unemp,7.1,0.5169909538360528
1977-09-30,realgdp,5451.920999999999,-0.2784144697997929
1977-09-30,infl,5.23,0.09351058943233745
1977-09-30,unemp,6.9,0.7643715784199899
1977-12-31,realgdp,5450.793000000001,0.8646973825809859
1977-12-31,infl,7.08,0.7798531343525328
1977-12-31,unemp,6.6,0.02238018517540628
1978-03-31,realgdp,5469.405,0.4212062375449137
1978-03-31,infl,7.58,-1.0154975488404596
1978-03-31,unemp,6.3,0.04932147731129603
1978-06-30,realgdp,5684.569,-0.43684234593248944
1978-06-30,infl,9.89,-0.5516275036191627
1978-06-30,unemp,6.0,1.0174033537625293
1978-09-30,realgdp,5740.3,-0.0754775179137043
1978-09-30,infl,9.65,0.4866969856242561
1978-09-30,unemp,6.0,0.2850212709664721
1978-12-31,realgdp,5816.222,0.2998541301844391
1978-12-31,infl,8.26,0.3671878105420559
1978-12-31,unemp,5.9,-0.3053276114163508
1979-03-31,realgdp,5825.9490000000005,0.3410294821007178
1979-03-31,infl,12.08,-1.0685600784574716
1979-03-31,unemp,5.9,-1.5742831786605889
1979-06-30,realgdp,5831.418000000001,-0.9993149021189919
1979-06-30,infl,13.37,0.027452511790911963
1979-06-30,unemp,5.7,-0.06713088266181891
1979-09-30,realgdp,5873.335,-0.44015948989252934
1979-09-30,infl,11.88,-1.7827638350910961
1979-09-30,unemp,5.9,-0.5208110024080678
1979-12-31,realgdp,5889.495,0.8713154882462657
1979-12-31,infl,14.62,-1.173066068467663
1979-12-31,unemp,5.9,-0.4109096051774396
1980-03-31,realgdp,5908.467,-0.1385588089654513
1980-03-31,infl,14.6,-1.1015018468377555
1980-03-31,unemp,6.3,0.9350228265792433
1980-06-30,realgdp,5787.3730000000005,0.16815530777128793
1980-06-30,infl,8.32,-0.8347993777895827
1980-06-30,unemp,7.3,-0.3273179920013723
1980-09-30,realgdp,5776.616999999999,0.8775606628002273
1980-09-30,infl,10.04,-0.537196793001126
1980-09-30,unemp,7.7,0.5335793667095428
1980-12-31,realgdp,5883.46,1.5114732705873328
1980-12-31,infl,11.64,0.44000919264229976
1980-12-31,unemp,7.4,0.6996047995583157
1981-03-31,realgdp,6005.717,-2.0462105665120656
1981-03-31,infl,8.62,-0.15348621700780438
1981-03-31,unemp,7.4,-0.47117509299116234
1981-06-30,realgdp,5957.795,0.5150412430014034
1981-06-30,infl,10.63,0.22061143759268098
1981-06-30,unemp,7.4,0.6612027670245153
1981-09-30,realgdp,6030.184,1.081780868649736
1981-09-30,infl,8.22,-0.6611316871934649
1981-09-30,unemp,7.4,0.33192111851443706
1981-12-31,realgdp,5955.062,-1.5037712824825544
1981-12-31,infl,4.26,-1.3438055955717119
1981-12-31,unemp,8.2,-0.15384601909673548
1982-03-31,realgdp,5857.3330000000005,0.06785536153224178
1982-03-31,infl,2.53,0.8418479428759695
1982-03-31,unemp,8.8,-0.24215163913014237
1982-06-30,realgdp,5889.0740000000005,-1.2175209793740451
1982-06-30,infl,10.39,-0.13558813764400204
1982-06-30,unemp,9.4,0.7650213388008646
1982-09-30,realgdp,5866.37,3.00259086369985
1982-09-30,infl,2.45,1.3786757234455984
1982-09-30,unemp,9.9,1.678940055115715
1982-12-31,realgdp,5871.001,0.6807481463085109
1982-12-31,infl,-0.82,0.34814382923761394
1982-12-31,unemp,10.7,1.4533779367294581
1983-03-31,realgdp,5944.02,-0.7644496268357139
1983-03-31,infl,3.66,-0.08472718313192877
1983-03-31,unemp,10.4,-1.0271389655890393
1983-06-30,realgdp,6077.619000000001,-1.2390389779404496
1983-06-30,infl,4.03,-1.113615557009907
1983-06-30,unemp,10.1,0.04094910249993892
1983-09-30,realgdp,6197.468000000001,-0.6036520590153667
1983-09-30,infl,3.99,0.08523290148596828
1983-09-30,unemp,9.4,-0.09672636659613751
1983-12-31,realgdp,6325.5740000000005,0.41025313410829284
1983-12-31,infl,5.13,0.11241341310533896
1983-12-31,unemp,8.5,-1.59082985094908
1984-03-31,realgdp,6448.264,0.4040005208220972
1984-03-31,infl,4.67,0.9515921964660341
1984-03-31,unemp,7.9,1.5182953408699544
1984-06-30,realgdp,6559.594,-1.3845779161602156
1984-06-30,infl,3.09,-0.6864080958953628
1984-06-30,unemp,7.5,0.27398005314710633
1984-09-30,realgdp,6623.343000000001,1.1378123505872504
1984-09-30,infl,3.82,0.015949830691238023
1984-09-30,unemp,7.4,0.7964197112854233
1984-12-31,realgdp,6677.264,-1.2463667359326878
1984-12-31,infl,2.28,-0.3740088094245787
1984-12-31,unemp,7.3,-0.743697253907241
1985-03-31,realgdp,6740.275,-0.36810469283048464
1985-03-31,infl,4.89,1.1622476856819453
1985-03-31,unemp,7.3,-0.239405080567044
1985-06-30,realgdp,6797.344,0.1611890099486354
1985-06-30,infl,2.61,0.7560147919175185
1985-06-30,unemp,7.3,0.771229993491501
1985-09-30,realgdp,6903.523,0.980025611721425
1985-09-30,infl,2.96,-0.16966625094362484
1985-09-30,unemp,7.2,-0.9198563537366529
1985-12-31,realgdp,6955.918000000001,-0.7573988143551815
1985-12-31,infl,5.13,0.49015548541423326
1985-12-31,unemp,7.0,0.8890473833916966
1986-03-31,realgdp,7022.757,0.675418645501835
1986-03-31,infl,-4.39,-1.1585254593233925
1986-03-31,unemp,7.0,0.15675745974130187
1986-06-30,realgdp,7050.969,-1.6072198294474318
1986-06-30,infl,2.93,-1.2643801815572426
1986-06-30,unemp,7.2,2.0791635512707933
1986-09-30,realgdp,7118.95,-0.4824801736587573
1986-09-30,infl,2.55,1.3598952388857763
1986-09-30,unemp,7.0,-0.8267005603877547
1986-12-31,realgdp,7153.359,0.3488419262048858
1986-12-31,infl,4.33,-0.10956532784134702
1986-12-31,unemp,6.8,0.23993607856119517
1987-03-31,realgdp,7193.019,-0.44547726969575124
1987-03-31,infl,4.64,0.4382037746734024
1987-03-31,unemp,6.6,0.23271337842185327
1987-06-30,realgdp,7269.51,-0.04742081309681592
1987-06-30,infl,3.89,0.5900412311057388
1987-06-30,unemp,6.3,1.0632780961173496
1987-09-30,realgdp,7332.558000000001,1.2198431287123677
1987-09-30,infl,4.2,-0.8380731134498747
1987-09-30,unemp,6.0,0.20784640452063333
1987-12-31,realgdp,7458.022,-1.5888653845684606
1987-12-31,infl,3.46,-1.1485194868492792
1987-12-31,unemp,5.9,-0.3837913342120381
1988-03-31,realgdp,7496.6,0.5760587624299505
1988-03-31,infl,4.12,1.0498808339273145
1988-03-31,unemp,5.7,1.9122319628203135
1988-06-30,realgdp,7592.880999999999,-0.9288802436822831
1988-06-30,infl,4.41,0.8617620462725235
1988-06-30,unemp,5.5,0.552936108554955
1988-09-30,realgdp,7632.081999999999,-0.871337163552745
1988-09-30,infl,4.7,1.1902500534028175
1988-09-30,unemp,5.5,0.11939856020243124
1988-12-31,realgdp,7733.991,-0.3613295217249724
1988-12-31,infl,4.31,1.492518176263984
1988-12-31,unemp,5.3,-0.5006091737981156
1989-03-31,realgdp,7806.603,-0.3411516576318342
1989-03-31,infl,6.22,-1.9072372380926337
1989-03-31,unemp,5.2,0.6138508079477445
1989-06-30,realgdp,7865.016,0.42542406760368195
1989-06-30,infl,4.52,0.19440362311279225
1989-06-30,unemp,5.2,1.011251068301112
1989-09-30,realgdp,7927.393,-0.1010699237291641
1989-09-30,infl,2.88,2.5210328479148663
1989-09-30,unemp,5.3,-2.0347830492597203
1989-12-31,realgdp,7944.696999999999,-0.6529004410554009
1989-12-31,infl,6.64,-1.0665414771937898
1989-12-31,unemp,5.4,-1.630805063095312
1990-03-31,realgdp,8027.693,0.6974015093783449
1990-03-31,infl,4.37,0.380921219842821
1990-03-31,unemp,5.3,0.37233585274073916
1990-06-30,realgdp,8059.598000000001,-0.5358256870897109
1990-06-30,infl,4.93,0.04545564760753154
1990-06-30,unemp,5.3,-0.1697630531582153
1990-09-30,realgdp,8059.476,-0.5019105515853607
1990-09-30,infl,8.79,-0.29530778708322347
1990-09-30,unemp,5.7,-0.39643083955026004
1990-12-31,realgdp,7988.8640000000005,-1.0598145042632763
1990-12-31,infl,3.88,-0.37462359651118776
1990-12-31,unemp,6.1,-1.4979462316219394
1991-03-31,realgdp,7950.164000000001,-0.7738244187011749
1991-03-31,infl,1.19,1.0826625158036407
1991-03-31,unemp,6.6,-0.10168242922547147
1991-06-30,realgdp,8003.821999999999,0.4272705807134954
1991-06-30,infl,3.24,-2.6343420876925356
1991-06-30,unemp,6.8,-0.29597165765205213
1991-09-30,realgdp,8037.5380000000005,0.9150730273366975
1991-09-30,infl,2.93,1.1083185217124314
1991-09-30,unemp,6.9,-0.5982229038221001
1991-12-31,realgdp,8069.045999999999,-0.027730324881727733
1991-12-31,infl,3.19,1.8599583080415687
1991-12-31,unemp,7.1,-1.0145714414421683
1992-03-31,realgdp,8157.616,1.3689138003019325
1992-03-31,infl,3.17,-0.7544705281312846
1992-03-31,unemp,7.4,-3.010130883778502
1992-06-30,realgdp,8244.294,-0.8599827018703934
1992-06-30,infl,3.14,-1.081552888938459
1992-06-30,unemp,7.6,-0.10765787986184047
1992-09-30,realgdp,8329.360999999999,0.5148729324111173
1992-09-30,infl,3.4,-0.4013959179005079
1992-09-30,unemp,7.6,0.031235790961461715
1992-12-31,realgdp,8417.016,-1.5087025398625504
1992-12-31,infl,3.09,0.17464667930634833
1992-12-31,unemp,7.4,-0.02346565140651374
1993-03-31,realgdp,8432.485,0.4707360303072897
1993-03-31,infl,2.79,-0.8053333096434494
1993-03-31,unemp,7.2,-0.6313291825204507
1993-06-30,realgdp,8486.435,0.8896250288059957
1993-06-30,infl,1.94,-1.3395253561456213
1993-06-30,unemp,7.1,-2.2509355848196395
1993-09-30,realgdp,8531.108,-0.9927017683629622
1993-09-30,infl,3.03,-0.002665993139163211
1993-09-30,unemp,6.8,2.1486726720066756
1993-12-31,realgdp,8643.769,2.4233727764762243
1993-12-31,infl,1.92,0.10766051037432586
1993-12-31,unemp,6.6,0.3408551964027892
1994-03-31,realgdp,8727.919,-0.6271656415904744
1994-03-31,infl,2.45,0.13100862056060533
1994-03-31,unemp,6.6,1.1278852037895053
1994-06-30,realgdp,8847.303,-0.4910285202223754
1994-06-30,infl,3.25,-0.14339769587949
1994-06-30,unemp,6.2,-0.5374810483409351
1994-09-30,realgdp,8904.289,0.37001621557698167
1994-09-30,infl,2.69,-1.0110496869064258
1994-09-30,unemp,6.0,0.2180485463739563
1994-12-31,realgdp,9003.18,0.3027222464771644
1994-12-31,infl,2.93,-0.0303246244309902
1994-12-31,unemp,5.6,0.12744949051313084
1995-03-31,realgdp,9025.267,-0.5183891701763603
1995-03-31,infl,3.44,-0.5139498447521581
1995-03-31,unemp,5.5,-0.3497605488022286
1995-06-30,realgdp,9044.668,-2.126972576113919
1995-06-30,infl,2.1,-1.8917258850429906
1995-06-30,unemp,5.7,0.5412065739371252
1995-09-30,realgdp,9120.684000000001,-0.6071003566290029
1995-09-30,infl,2.35,0.7052402215639505
1995-09-30,unemp,5.7,-1.3331730699451871
1995-12-31,realgdp,9184.275,-0.8157423106100871
1995-12-31,infl,3.11,-1.8640279578351304
1995-12-31,unemp,5.6,-0.12525723723717172
1996-03-31,realgdp,9247.188,1.7134890954197604
1996-03-31,infl,3.6,1.6740910541429634
1996-03-31,unemp,5.5,0.21119709508929566
1996-06-30,realgdp,9407.052,-1.5871247241414446
1996-06-30,infl,2.3,1.285515929055534
1996-06-30,unemp,5.5,-0.3870741253557776
1996-09-30,realgdp,9488.879,0.711590259042123
1996-09-30,infl,3.05,-1.9294859337719243
1996-09-30,unemp,5.3,-0.2958247459826706
1996-12-31,realgdp,9592.458,0.6592457103782177
1996-12-31,infl,3.02,-0.5503180420943606
1996-12-31,unemp,5.3,1.0299647209854874
1997-03-31,realgdp,9666.235,0.5373491449239048
1997-03-31,infl,1.25,1.4909557746517663
1997-03-31,unemp,5.2,-0.5634562494514324
1997-06-30,realgdp,9809.551,2.117532552449335
1997-06-30,infl,1.25,0.2547593212029422
1997-06-30,unemp,5.0,1.450865688341228
1997-09-30,realgdp,9932.671999999999,0.6948852623160693
1997-09-30,infl,2.73,-0.11836326716553706
1997-09-30,unemp,4.9,-0.09355297297909745
1997-12-31,realgdp,10008.874,-0.05362133782867928
1997-12-31,infl,1.24,1.1461501551007538
1997-12-31,unemp,4.7,-0.47314141122975434
1998-03-31,realgdp,10103.425,1.8244329708494764
1998-03-31,infl,0.49,1.119097112694746
1998-03-31,unemp,4.6,0.37284366634985106
1998-06-30,realgdp,10194.277,-0.5642660385829237
1998-06-30,infl,2.46,-2.153120093374088
1998-06-30,unemp,4.4,-0.2341706713839078
1998-09-30,realgdp,10328.787,1.7855869779176636
1998-09-30,infl,1.71,-0.882383728989154
1998-09-30,unemp,4.5,2.0244495882490723
1998-12-31,realgdp,10507.575,-0.3330068703006863
1998-12-31,infl,1.95,1.19093094996243
1998-12-31,unemp,4.4,-1.21301083357967
1999-03-31,realgdp,10601.178999999998,-2.24207446446887
1999-03-31,infl,2.9,-0.48398163973049974
1999-03-31,unemp,4.3,0.8855230280313029
1999-06-30,realgdp,10684.048999999999,-0.2302867143827644
1999-06-30,infl,1.92,-0.05982302554847611
1999-06-30,unemp,4.3,0.10633195313123582
1999-09-30,realgdp,10819.913999999999,0.9121312715883854
1999-09-30,infl,3.35,-1.268030947292471
1999-09-30,unemp,4.2,0.05403153898838803
1999-12-31,realgdp,11014.253999999999,-0.6971402699470096
1999-12-31,infl,2.85,0.38234020925642176
1999-12-31,unemp,4.1,0.10440566009715571
2000-03-31,realgdp,11043.044,0.08979651271045248
2000-03-31,infl,3.76,0.12734769686182001
2000-03-31,unemp,4.0,-0.8846847549875351
2000-06-30,realgdp,11258.454,0.8894011731411884
2000-06-30,infl,4.19,-0.29026902175992697
2000-06-30,unemp,3.9,-0.6192003858161558
2000-09-30,realgdp,11267.867,-0.3037949946842862
2000-09-30,infl,2.77,1.0444940654756212
2000-09-30,unemp,4.0,0.9475774458463895
2000-12-31,realgdp,11334.544,1.9538013690802056
2000-12-31,infl,3.89,1.7261217021198108
2000-12-31,unemp,3.9,0.6515327934387469
2001-03-31,realgdp,11297.171,0.5475165207364051
2001-03-31,infl,1.82,-1.0610360771764946
2001-03-31,unemp,4.2,-1.4940663483760124
2001-06-30,realgdp,11371.251,-1.332703591051456
2001-06-30,infl,2.26,0.2861167728198805
2001-06-30,unemp,4.4,0.367601144666728
2001-09-30,realgdp,11340.075,-0.9864973821799761
2001-09-30,infl,0.45,-0.6967290147956166
2001-09-30,unemp,4.8,0.6406176233313411
2001-12-31,realgdp,11380.128,0.3582428185938311
2001-12-31,infl,0.23,0.6581278785482698
2001-12-31,unemp,5.5,-0.09203070436591446
2002-03-31,realgdp,11477.868,-1.2651227450995
2002-03-31,infl,3.59,-2.8350866749421035
2002-03-31,unemp,5.7,0.34667754621197483
2002-06-30,realgdp,11538.77,-2.7795964069985657
2002-06-30,infl,1.56,-0.3788054373409519
2002-06-30,unemp,5.8,-1.9671315147299866
2002-09-30,realgdp,11596.43,-1.0323823772842724
2002-09-30,infl,2.66,1.3882592524296236
2002-09-30,unemp,5.7,-0.6580417987469802
2002-12-31,realgdp,11598.823999999999,-0.4298155826602842
2002-12-31,infl,3.08,-1.7248299248779573
2002-12-31,unemp,5.8,-0.8418940290531883
2003-03-31,realgdp,11645.819,-1.0560819199947324
2003-03-31,infl,1.31,1.5816723823269054
2003-03-31,unemp,5.9,0.48065246678543216
2003-06-30,realgdp,11738.706,-0.35997923281989375
2003-06-30,infl,1.09,1.793852015272994
2003-06-30,unemp,6.2,-0.8709747721230631
2003-09-30,realgdp,11935.461000000001,1.6059854195866352
2003-09-30,infl,2.6,-0.13020936102679292
2003-09-30,unemp,6.1,-1.680682438285414
2003-12-31,realgdp,12042.817,0.019566093424742
2003-12-31,infl,3.02,0.46545566849860703
2003-12-31,unemp,5.8,-0.05844498837144831
2004-03-31,realgdp,12127.623,-0.007068753696583709
2004-03-31,infl,2.35,0.4901045448402715
2004-03-31,unemp,5.7,1.4681167750347761
2004-06-30,realgdp,12213.818000000001,0.12082267616776458
2004-06-30,infl,3.61,1.1020287734821839
2004-06-30,unemp,5.6,-1.6270702937033301
2004-09-30,realgdp,12303.533000000001,-0.029210009891220638
2004-09-30,infl,3.58,-1.8051598215577849
2004-09-30,unemp,5.4,-0.5948660164493911
2004-12-31,realgdp,12410.282,0.5973226075190803
2004-12-31,infl,2.09,-1.2049526679186415
2004-12-31,unemp,5.4,2.4233813778621203
2005-03-31,realgdp,12534.113000000001,0.024139482534182105
2005-03-31,infl,4.15,-0.3839636255368182
2005-03-31,unemp,5.3,-0.2104470228081022
2005-06-30,realgdp,12587.535,-1.4030564987207848
2005-06-30,infl,1.85,-0.6306528591401122
